artwork	subject
http://dbpedia.org/resource/Beach_at_Scheveningen_in_Stormy_Weather	Beach at Scheveningen in Stormy Weather, also known as View of the Sea at Scheveningen (Dutch: Zeegezicht bij Scheveningen), is an early oil painting by Vincent van Gogh, painted at Scheveningen near The Hague in August 1882. It is held in the Van Gogh Museum in Amsterdam.
http://dbpedia.org/resource/The_City_(Léger)	The City (French: La Ville) is a 1919 painting by French painter and sculptor Fernand Léger. The painting is Cubist in style and is now in the Philadelphia Museum of Art, as part of the collection donated by Albert Eugene Gallatin. Gallatin donated the piece to the museum in 1952 and it has also been shown at the Guggenheim Museum. In reviews of the Guggenheim exhibit, both The City and other works in the show were praised.
http://dbpedia.org/resource/A_Sprig_of_Asparagus	"A Sprig of Asparagus (L'Asperge) is an 1880 oil on canvas painting by Édouard Manet, signed at the top right. It is now in the Musée d'Orsay. Earlier in 1880 the art collector Charles Ephrussi had commissioned Manet to paint A Bundle of Asapragus for 800 francs. On receiving the work he gave the artist 1000 francs instead and so Manet decided to paint a smaller second work now known as A Sprig of Asparagus. He sent this second work to Ephrussi with a note reading ""There was one [sprig] missing from your bundle."""
http://dbpedia.org/resource/Pygmalion_and_Galatea_(Gérôme_painting)	Pygmalion and Galatea (French: Pygmalion et Galatée) is an 1890 painting by the French artist Jean-Léon Gérôme. The motif is taken from Ovid's Metamorphoses and depicts the sculptor Pygmalion kissing his statue Galatea at the moment the goddess Aphrodite brings her to life.
http://dbpedia.org/resource/Dort_or_Dordrecht:_The_Dort_packet-boat_from_Rotterdam_becalmed	"The Dort, or Dort or Dordrecht: The Dort packet-boat from Rotterdam becalmed is an 1818 painting by J. M. W. Turner, based on drawings made by him in mid September 1817. It shows a view of the harbour of Dordrecht. It is the finest example of the influence of Dutch marine painting on Turner's work. It was exhibited at the Royal Academy in 1818, where it was described by The Morning Chronicle as ""one of the most magnificent pictures ever exhibited, and does honour to the age"". In 1832, John Constable wrote of the picture, ""I remember most of Turner's early works; amongst them one of singular intricacy and beauty; it was a canal with numerous boats making thousands of beautiful shapes, and I think the most complete work of a genius I ever saw"". It was purchased by Walter Fawkes for 500 guineas at the request of his son, and hung in the drawing room at Farnley Hall until it was bought by Paul Mellon in 1966. It was then donated to the Yale Center for British Art upon the founding of the centre."
http://dbpedia.org/resource/Diana_and_Callisto	Diana and Callisto is a painting completed between 1556 and 1559 by the Italian late Renaissance artist Titian. It portrays the moment in which the goddess Diana discovers that her maid Callisto has become pregnant by Jupiter. The painting was jointly purchased by the National Gallery and the Scottish National Gallery for £45 million in March 2012. Along with its companion painting Diana and Actaeon it is displayed on an alternating basis between London and Edinburgh. There is a later version by Titian and his workshop in the Kunsthistorisches Museum in Vienna.
http://dbpedia.org/resource/Njé_Mo_Yé	Njé Mo Yé, Which means “what's that?” in Douala language, is a permanent sculpture located in Douala (Cameroon). It was created by Koko Komégné and inaugurated in 2007.
http://dbpedia.org/resource/Lennuk_(Triik)	Lennuk is a painting by Nikolai Triik of 1910, depicting Lennuk, the ship of Kalevipoeg, son of Kaleva, from the Estonian national epic Kalevipoeg. The work measures 73.8 cm by 137 cm and is painted in tempera and pastel on paper. It is part of the collection of the Art Museum of Estonia and is exhibited in the Kumu Art Museum in Tallinn.
http://dbpedia.org/resource/Remember_To_Rise	Remember To Rise (Arabic: كن يقضا أحلام سوداء‎) subtitled Black's Dream is a derivative work of the Philosophers Legacy, a massive art collaboration. Observing innovation in developing countries, technologist of Ijebu descent Ade Abayomi Olufeko, known for his collective signature created the work as a cultural bequest for the African continent. Described as a polymath by Vanguard for his international work, Olufeko teamed up with the African business club at the London Business School, during its summit which held at the Landmark hotel, he introduced the digital painting parallel to his attendance and guest moderation of a social cultural panel that featured high-profile personalities.
http://dbpedia.org/resource/Double_Herm_of_Socrates_and_Seneca	The Double Herm of Socrates and Seneca is an ancient Roman statue from the first half of the third century AD. The herm depicts the Greek philosopher Socrates on one side, and the Roman Stoic Seneca the Younger on the other. It currently belongs to the Antikensammlung Berlin, found in the Altes Museum.
http://dbpedia.org/resource/Metronome_(public_artwork)	Metronome is a large public art installation located along the south end of Union Square in New York City. The work was commissioned by the Related Companies, developers of One Union Square South, with the participation of the Public Art Fund and the Municipal Art Society. The $4.2 million provided by the developer makes it one of the largest private commissions of public art. The artwork was created by Kristin Jones and Andrew Ginzel and consists of several sections, including a round circular void from which puffs of white steam were at one point released throughout the day, and a clock made of large orange LED digits. Installation of Metronome began in February 1999, and its dedication took place on October 26, 1999.
http://dbpedia.org/resource/Portrait_of_Mlle_Rachel	Portrait of Mlle Rachel is an oil painting on millboard by English artist William Etty, painted during the 1840s and currently in the York Art Gallery. It shows the tragic actress Élisa Rachel Félix, better known as Mademoiselle Rachel, at the time one of the most acclaimed actresses in France. The subject is not shown looking at the artist, but glancing anxiously out of the picture with tears in her eyes. The work was probably painted during one of Rachel's tours of London in the 1840s. It appears unfinished, suggesting that it was painted in a single sitting and Rachel did not return to give Etty the opportunity to complete it.
http://dbpedia.org/resource/Confederate_Soldier_Memorial_(Huntsville,_Alabama)	The Confederate Soldier Memorial, or Confederate Monument, is located in the Maple Hill Cemetery in Huntsville, Alabama.
http://dbpedia.org/resource/Ancient_Rome_(painting)	Ancient Rome is a name given to each of three almost identical paintings by Italian artist Giovanni Paolo Panini, produced as pendant paintings to Modern Rome for his patron, the comte de Stainville, in the 1750s. The paintings depict many of the most significant architectural sites and sculptures from ancient Rome, such as the Colosseum, the Pantheon, Laocoön and His Sons, the Farnese Hercules, the Apollo Belvedere and the Borghese Gladiator. Both Panini and Stainville are featured: Stainville stands holding a guidebook, while Panini appears behind Stainville's armchair. The three versions of Ancient Rome, in order of creation, are located in the Staatsgalerie Stuttgart, the Metropolitan Museum of Art in New York and the Louvre in Paris. The Metropolitan Museum of Art and the Louvre each hold a version of Panini's companion piece, Modern Rome; and the third version is in the Museum of Fine Arts, Boston.
http://dbpedia.org/resource/Siege_of_the_Bastille_(Cholat)	La Prise de la Bastille is a gouache painting by Claude Cholat, now in the Carnavalet Museum in Paris, France.
http://dbpedia.org/resource/Black_Lives_Matter_street_mural_(Portland,_Oregon)	"On June 18, 2020, Nick Lloyd painted the phrase ""Black Lives Matter"" in large bright yellow block letters on North Edison Street in Portland, Oregon's St. Johns neighborhood."
http://dbpedia.org/resource/Wooden's_Legacy	"Wooden's Legacy is a public artwork by American artist Jeffrey Rouse that is located on the west corner of Georgia and Meridian Streets, in Indianapolis, Indiana. The bronze sculpture, which was unveiled on March 9, 2012, depicts Indiana-born college basketball coach John Wooden in a crouching position in the act of coaching. He is surrounded by five basketball players represented as sets of legs, each in a style that depicts an era from Wooden's career. On and around the base are words and quotes that define Wooden's coaching philosophy, including his ""Pyramid of Success."""
http://dbpedia.org/resource/Lunar_Bird	Lunar Bird is an abstract bronze sculpture by Joan Miró. It was modeled in 1945, enlarged in 1966, and cast in 1967. It is in the Hirshhorn Museum and Sculpture Garden.
http://dbpedia.org/resource/The_Swan_Princess_(painting)	The Swan Princess (Russian: Царевна-Лебедь) is a 1900 oil painting (oil on canvas) by the Russian artist Mikhail Vrubel. It is based on the opera The Tale of Tsar Sultan by Rimsky-Korsakov (which was based on the fairytale of the same name by Pushkin). Vrubel designed the decor and costumes for this opera. The part of the Swan Princess was performed by his wife, Nadezhda Zabela-Vrubel.
http://dbpedia.org/resource/Captain_Lord_George_Graham_in_his_Cabin	Captain Lord George Graham in his Cabin is a 1745 oil-on-canvas painting by the English artist William Hogarth. A conversational picture, it shows Captain Lord George Graham, of the Royal Navy, in the cabin of his ship with several people. The painting was probably commissioned by Graham to commemorate a naval battle he had fought recently. While commanding a 24-gun sixth rate, he had been one of three British ships to attack a squadron of three powerful French privateers and their prizes. The British were successful in their engagement, capturing all of the prizes, and all but one of the privateers. Lauded for his achievements, Graham was given another, larger, ship to command. The painting is probably set aboard this new command, the 60-gun HMS Nottingham, and shows Graham relaxing in the great cabin before a meal, smoking a pipe. With him are the ship's chaplain and clerk, who sing and listen to music played by a black servant. A steward brings a roast duck to the table. Two dogs are also present in the scene, one joins in the singing, the other wears a wig and reads a sheet of music. The scene contains elements of satire and symbolism, in common with Hogarth's other works. The relaxed scene contrasts the tension of the naval battle it commemorates, with elements of humour including the officious pose and behaviour of one of the dogs, who apes Graham's official position. The steward looks out of the painting at the viewer with a smile, while obliviously tipping gravy down the chaplain's back. The positioning and depiction of Graham and the black servant invite comparisons, with Hogarth's presentation of black subjects in paintings being studied by later academics. Hogarth drew from his own experience in group portraits, and was probably influenced by an earlier cabin work by Bartolomeo Nazari. Graham's enjoyment of the painting was short-lived, he died in 1747. His family kept the portrait in their collections until 1932, when it was sold to Sir James Caird, who subsequently donated it to the National Maritime Museum, where it remains.
http://dbpedia.org/resource/Madonna_and_Child_(Bellini,_Detroit)	The Madonna and Child or Madonna with the Christ Child Blessing is a 1509 oil on panel painting by Giovanni Bellini, commissioned by the Mocenigo family and remaining with them until 1815. It is now in the Detroit Institute of Arts. It shows similarities to his 1505 Madonna del Prato (London) and his 1510 Madonna and Child (Milan); all three have a Giorgione-influenced landscape background (here with a shepherd or villager), separated from the figures by a green curtain and with hazy blue mountains in the far background obeying the rules of aerial perspective. The landscape or meadow in the background symbolises the medieval symbol of Mary's virginity, the hortus conclusus. In her left hand Mary holds a book, a symbol of her fulfilment of Old Testament prophecies; on its front cover are the date and the artist's signature. It was recorded as belonging to Marie-Caroline de Bourbon-Sicile, duchesse de Berry and hanging in Palazzo Vendramin Calergi (her Venetian home) between around 1844 and 1854 before an attempt was made to auction it in Paris on 19 April 1865 on behalf of the Duchesse du Berry or her son Henri, Count of Chambord. However, it did not sell and so remained with the Duchesse, who moved it to Austria in 1868. It passed to the Count on her death in 1870, then to his widow Maria Theresa in 1883 and finally to the Count's niece on Maria Theresa's death. The niece died in 1893, passing it to another member of the Bourbon family, Jaime, Duke of Madrid. Its final private owner was the Vicomte de Canson, who sold it to its present owner in 1928.
http://dbpedia.org/resource/Saint_Peter_and_Saint_Paul_(El_Greco,_Barcelona)	Saint Peter and Saint Paul is a painting by the Cretan-Spanish artist El Greco. The work was completed between 1590 and 1600. It is currently on display at the Museu Nacional d'Art de Catalunya, who purchased the work in 1932.
http://dbpedia.org/resource/In_Front_of_Yorktown	In Front of Yorktown is an oil painting of 1862–1863 by Winslow Homer. It depicts men from McClellan's Army of the Potomac, before the Siege of Yorktown. It is also known as Camp Near Yorktown, A Camp Scene, and possibly as On the Picket Line. The painting is in the collection of the Yale University Art Gallery.
http://dbpedia.org/resource/Yūki_Kassen_Ekotoba	The Yūki Kassen Ekotoba (結城合戦絵詞) is a 15th-century scroll containing both text and illustrations describing Ashikaga Mochiuji's seppuku and 's rebellion against shōgun Ashikaga Yoshinori (the ). It is 28.80 cm long, 378.20 cm wide. The scroll is an Important Cultural Property. Media related to Yūki Kassen Ekotoba (結城合戦絵詞) at Wikimedia Commons
http://dbpedia.org/resource/Magic_Mirror_(M._C._Escher)	Magic Mirror is a lithograph print by the Dutch artist M. C. Escher first printed in January, 1946. It depicts a mirror standing vertically on wooden supports on a tiled surface. The perspective is looking down at an angle at the right hand side of the mirror. There is a sphere at each side of the mirror. The main focus of the image is a procession of small griffin (winged lion) sculptures that emerge from the surface of the mirror and trail away from it in single file. Both the angular reflection of the tiles and the offset between the reflection of the sphere in front of the mirror and the sphere behind it prove it is a mirror. Yet the reflection of the griffin procession continues to emerge from behind the mirror. The griffin processions of both sides loop around to the front and enter a tessellated pattern on the tile surface.
http://dbpedia.org/resource/Portrait_of_Susanna_Lunden	"Portrait of Susanna Lunden or Le Chapeau de Paille (The Straw Hat) is a painting by Peter Paul Rubens, in the National Gallery, London. It was probably painted around 1622–1625. The portrait's subject has not been securely identified, but she may be Susanna Lunden, née Fourment (1599–1628), the older sister of Rubens' future second wife Helena Fourment. If the identification is correct, the portrait probably dates to the time of Susanna's marriage to her second husband, Arnold Lunden, in 1622. The ring on her finger might mean that the painting is a marriage portrait. Rubens' portrait was engraved in 1823 by Robert Cooper (active 1795–1836). At that time, it acquired the name Le Chapeau de Paille, which incorrectly describes the hat as ""straw"" (paille). A sketch of Rubens' painting (ca. 1823–24) by J. M. W. Turner is in the Tate. In 1781, Élisabeth Vigée Le Brun and her husband visited Flanders and the Netherlands, which inspired her to paint Self-Portrait with Straw Hat (1782), a ""free imitation"" of Rubens' Le Chapeau de Paille."
http://dbpedia.org/resource/Arrival_of_the_Hungarians	The Arrival of the Hungarians (Hungarian: A magyarok bejövetele; commonly known as Feszty Panorama or Feszty Cyclorama, Hungarian: Feszty-körkép) is a large cyclorama – a circular panoramic painting – by Hungarian painter Árpád Feszty and his assistants, depicting the beginning of the Hungarian conquest of the Carpathian Basin in 895. It was completed in 1894 for the 1000th anniversary of the event. Since the 1100th anniversary of the event in 1995, the painting has been displayed in the Ópusztaszer National Heritage Park, Hungary.
http://dbpedia.org/resource/Sabado_por_la_Noche	Sabado por la Noche (English: Saturday Night) is a painting created by American artist Jean-Michel Basquiat in 1984. It sold for $10.7 million at Christie's in 2019.
http://dbpedia.org/resource/Falling_Man_(painting)	Falling Man is an oil on canvas painting by the German artist Max Beckmann. The work was created during the final year of his life when he was living in the United States, since he had left the Netherlands, in 1947. The painting is in the National Gallery of Art in Washington D.C. The work is considered eerily predictive of the jumpers and other doomed people falling from the World Trade Center Towers on September 11, 2001 in New York, where the painting was made, on a similar setting to the painting, clear blue day. Falling Man is said to be preceded in Beckmann's opus by some of the drawings he did for his 1943–44 illustration of Goethe's Faust II which contains multiple images of falling men. The painting was included in the 2016–17 exhibition of the artist's work Max Beckmann in New York at the Metropolitan Museum of Art.
http://dbpedia.org/resource/The_New_Eve	The New Eve (Hungarian: Az új Éva) is a painting by Hungarian artist Sándor Bortnyik from 1924.
http://dbpedia.org/resource/Don_Juan_Mateos	Don Juan Mateos is an oil on canvas painting widely attributed to Diego Velázquez created circa 1632–3.
http://dbpedia.org/resource/The_Hallucinogenic_Toreador	The Hallucinogenic Toreador (Spanish: El Torero Alucinógeno) is a 1969–1970 multi-leveled oil painting by Salvador Dalí which employs the canons of his particular interpretation of surrealist thought. It is currently being exhibited at the Salvador Dalí Museum in St. Petersburg, Florida. In The Hallucinogenic Toreador Dalí transmits his wife's dislike for bullfighting by combining symbolism, optical illusions, and estranging yet familiar motifs. Dali used his paranoiac-critical method to create his own visual language within the painting, and combined versatile images as an instructive example of his artistic ability and vision.
http://dbpedia.org/resource/Difficile_émergence_vers_la_lumière	"Difficile émergence vers la lumière (Difficult emergence into the Light) is an artwork by Haitian artist Frankétienne created on 2011, and represents the victims of the Hurricanes that usually lash this region, and their effort to reach the Light. It was shown to the public for the last time during the exposition ""Pour la memoire et la lumière"" (""For memory and light"") promoted by the foundation Ayiti Bel at the Hotel NH Haiti El Rancho, in Pétion-Ville, Haití, between April 11 and April 25, 2014. Later, it was acquired by a private collector., On the bottom of the artwork, the artist wrote before his signature: ""Par-delà la fureur des tempêtes saisonnières il y a des voix qui parlent et des tripes que saignent."" It can be translated as ""Beyond the rage of seasonal storms there are voices that speak and bleeding guts."""
http://dbpedia.org/resource/Pabuji_Ki_Phad	"Pabuji Ki Phad is a religious scroll painting of folk deities, which is used for a musical rendition of the only surviving ancient traditional folk art form, Phad painting in the world of the epic of Pabuji, the Rathod Rajput chief.Bhopas of Pabusar are the bards and also priests who are the traditional narrators of this art form. The Phad is also spelt as “Par.” This art form is popular in the Indian state of Rajasthan. Literally, 'Pabuji Ki Phad' translates into two versions namely, ""The Screen of Pabuji or O, Read of Pabuji!. Pabuji is also known as ""the Ascetic Deity of Sand Desert"". The three basic features associated with this art form are: the epic story of Pabuji, the Rathod chief of Rajasthan in the 14th century, who is extolled as an incarnation of Hindu God, and worshipped by the Rabari tribals of Rajasthan; the Phad or Par, which is a long scroll painting (or sewn) made on cloth, with the martial heroics of Pabuji richly displayed for worship; and the bard priests, known as the Bhopas (who belong to the cult of Pabhuji) of the nomadic tribe of Nayakas and specialists in narrating the story of the Pabuji in their sartorial best through the medium of the Phads used as a portable temple, all over the desert lands of the Thar in Rajasthan."
http://dbpedia.org/resource/Portrait_of_Pablo_de_Valladolid	"Portrait of Pablo de Valladolid is a portrait painted around 1635 by Diego Velázquez of Pablo or ""Pablillos"" de Valladolid (1587–1648), a jester and actor at Philip IV's court from 1632 until his death. It is now in the Museo del Prado, to which it was moved in 1827."
http://dbpedia.org/resource/Cala_Forn	Cala Forn is a painting by Joaquim Sunyer currently exhibited at the National Art Museum of Catalonia.
http://dbpedia.org/resource/Statue_of_Orville_L._Hubbard	A statue of Orville L. Hubbard was installed in 1989 in Dearborn, Michigan, United States. The sculpture was removed in June 2020.
http://dbpedia.org/resource/Bosham_Head	The Bosham Head is part of the largest Roman statue found in Britain, a large, 375-pound (170 kg) sculpted piece of stone that was discovered in Bosham, near Chichester, around 1800. It later resided for some time in the garden of the Bishop of Chichester's palace before being exhibited in the Chichester Museum where it now stands. In 2013, 3D laser scans led Dr Miles Russell and Harry Manley of Bournemouth University to conclude that enough survived to suggest that the head was that of a lost sculpture of Emperor Trajan, perhaps erected by Hadrian at the mouth of Chichester Harbour.
http://dbpedia.org/resource/Niagara_Falls,_from_the_American_Side	Niagara Falls, from the American Side is a painting by the American artist Frederic Edwin Church (1826–1900). Completed in 1867, it is based on preliminary sketches made by the artist at Niagara Falls and on a sepia photograph. It is Church's largest painting. The painting is now in the collection of the Scottish National Gallery. Church was a leading member of the Hudson River School of painters.
http://dbpedia.org/resource/Statue_of_Friedrich_Schiller_(Columbus,_Ohio)	A statue of Friedrich Schiller by Max von Widnmann stands in Schiller Park, in Columbus, Ohio's German Village, in the United States.
http://dbpedia.org/resource/Borzou_Daragahi	Borzou Daragahi (born c. 1969) is an Iranian-American print and radio journalist, who is International Correspondent for The Independent. He was previously a correspondent for BuzzFeed News and The Financial Times. He served also as Baghdad bureau chief for the Los Angeles Times. A U.S. citizen of Iranian descent, Daragahi was a 2005 Pulitzer Prize finalist for his coverage of Iraq and led the bureau that was named a 2007 Pulitzer finalist for its Iraq coverage. He was also named a 2010 Pulitzer finalist for his coverage of the 2009 election unrest in Iran. He has covered Iran, Afghanistan, Lebanon and the wider Middle East. Before joining the Los Angeles Times in 2005, he was a freelance journalist for a number of publications and radio outlets, including the Newark, N.J. Star-Ledger. He also contributed to the Marketplace radio program. He covered the build-up to the 2003 U.S. invasion of Iraq for the Associated Press. After 4½ years in Iraq, Daragahi moved on in 2007 to a new assignment in Beirut. On April 10, 2007, The L.A. Times published a front page memoir of his time in Iraq. The article describes the tactics used by reporters working under potentially lethal conditions, and provides personal insight into the effects of terror and stress on those working in combat zones. In September 2011, Daragahi became the Cairo-based Middle East and North Africa correspondent for the Financial Times. In April 2015, Daragahi joined BuzzFeed News as a new Middle East reporter. He joined The Independent in September 2018. He is a 1987 alumnus of Homewood-Flossmoor High School in Flossmoor, Ill.
http://dbpedia.org/resource/Portrait_of_Herman_Doomer	Portrait of Herman Doomer is a 1640 oil on oak panel portrait of an Amsterdam businessman by Rembrandt, now in the Metropolitan Museum of Art, to which it was left in 1929 by Louisine Havemeyer. The subject, Herman Doomer, was a successful cabinetmaker and worker in ebony, which was fashionable in seventeenth-century Amsterdam. Rembrandt also painted a companion piece of his wife around the same time, the Portrait of Baertje Martens, which is in the collection of the State Hermitage Museum, St. Petersburg, Russia. The two pictures were left by Baertje Martens in her will in 1654 to their son, Lambert Doomer, an artist himself, on condition that he made copies of the two pieces for each of his brothers and sisters. The work is on view at the Metropolitan Museum in Gallery 964.
http://dbpedia.org/resource/Caritas_Well	"The Caritas Well (Danish: Caritasbrønden), also known as the Caritas Fountain (Danish: Caritasspringvandet), is the oldest fountain in Copenhagen, Denmark. It was built in 1608 by Christian IV and is located on Gammeltorv, now part of the Strøget pedestrian zone. It is known for the Golden Apples ""jumping"" on the Queen's birthday."
