artwork	desc
http://lod.sztaki.hu/data/item/15960	['The statue of St Florian is on the eastern façade of the church, bolow the Gothic window of the choir.']
http://lod.sztaki.hu/data/item/16615	['Ignác Wechselmann (1828-1903) was a builder in vogue who realized the buildings designed by the famous architect Miklós Ybl.']
http://lod.sztaki.hu/data/item/16827	"[""Of various trends of expressionism, Máttis Teutsch' art belonged to the Munich school, which was more lyric and softer than the Berlin or Dresden school. Bright colours and delicately tinted painting was still present in his early pictures.  Motifs and proportions were rather similar. He changed colours only  in his series of landscapes painted in the first two decades of the 20th c. Layers of lines and planes on one another, and disorderly trunks wriggling give the impression of romantic  music.""]"
http://lod.sztaki.hu/data/item/16239	"['Portraiture played a very important part in Kisfaludi Strobl\'s oeuvre, and in this respect he has been aptly compared with Miklós Barabás. He portrayed many well-known and important personalities of this century, and became a real master of the art, his works being characterized by objectivity, deep psychological understanding and sensitivity of modelling. His likenesses have won great acclaim both in Hungary and abroad.\n\nHe was first invited to England to do a single portrait, but in the end he completed more than fifty. From this rich and varied assembly, the portrait of G. B. Shaw is perhaps the most outstanding, and dearest to the artist himself. In the catalogue of Kisfaludi Strobl\'s London exhibition in 1932, G. B. Shaw wrote, ""The bust of myself which is before you in this exhibition is not only recognizable as what I look like: it is also what I ought to look like, and what I should like to look like. Perhaps I shall, someday, if I contemplate it with sufficient intensity. At all events, let posterity imagine me just so.""']"
http://lod.sztaki.hu/data/item/15338	"[""One of Derkovits's double self-portraits. Here the artist depicts himself as a fire-eater who is accompanied on an accordion by his wife.""]"
http://lod.sztaki.hu/data/item/16765	"['In 1832 Károly Markó the Elder went to Italy and remained there in Rome, Pisa and Florence until his death. His Campagna and Tuscan landscapes are inspired by nature and he enriched them by using mythological or biblical subjects or Italian genre scenes. His work was influenced by the art of seventeenth-century classic French landscape painters, Claude Lorrain and Gaspard Poussin, who had also lived in Italy.  \n\nDespite his absence, Markó kept pace with Hungarian art life, sending his pictures to the exhibitions of the Pest Art Association, which were held regularly from 1840 onwards. He kept open house for any Hungarian artist who happened to be travelling in Italy. The Hungarian press followed his work with interest, and even in his lifetime he was celebrated as the ""Hungarian Claude Lorrain"".\n\nThe ""Fisherman"", one of his most popular and largest canvases, was painted in the last period of his life. It is a summation of all his professional skill. The natural richness of the landscape is accompanied by suggestive colour perspectives, and the fine details are complemeneted by the homogeneous treatment of the surface.']"
http://lod.sztaki.hu/data/item/16606	"[""A book of engravings of Kupecky's paintings published in Nuremberg in 1745, contains an engraved copy of this picture, made by Bernhard Vogel in 1736. This mezzotint engraving identifies the represented person as: R. Donauer, Pict. Moscov. Thus the painting depicts the painter Gottfried Donauer or Danhauer who, according to the contemporary writer von Hagedorn, was of Swabian origin and a clockmaker like his father. He went to Italy to study music and painting with Bombelli. Later he moved to Russia where he died in 1737 in St. Petersburg. Kupecky who according to his biographer Füssli, while returning from Rome, became acquainted in Venice with the portrait painter Sebastiano Bombelli, may have met Donauer in Venice. Thus the picture probably was made at the beginning of Kupecky's career, in Italy and then taken by him to Vienna and to Nuremberg. However, some copies of Vogel's engraving call the picture The Allegory of Hearing. Hence it is possible, that the painting, which for a time was attributed also to Ádám Mányoki, belonged to a series representing The Five Senses. (a similar pictorial approach in the series Five Senses by Johann Heinrich Schönfeld once in Salzburg). As we do not know any authentic portrait of Donauer, and Kupecky's authentic Italian works have hardly survived, the identification and dating must remain open to question.""]"
http://lod.sztaki.hu/data/item/16136	"['Delicate  expressionism, a decorative inclination  to folk art and an abstract summarizing are features which characterize Béla Kádár\'s art. His style developed indipendently of Hungarian art. It can be linked to Hungarian avantgarde in colours, composition, elements of form and motifs recalling Hungarian folk lore. ""Mother with Child"" is a peculiar interpretation of the symbol Madonna in a city surroundings. The artist seems to have been engaged in problems of composition: the relationship between the mystic mother of god and modern architecure, the harmony between surrealistic and abstract portrayal, and the portrayal of forms in space reduced to planes with the portrayal of time and space. The picture is dominated by emotions: the mother with her child in a sea of houses  in an alienated city with an animal symbolizing faithfulness and a sense of life.The underlying ideas are humanity and a feeling of reliance on one another.', 'Finom expresszionizmus, a népi díszítésmódot is felhasználó dekoratív hajlam, összegező elvonatkoztatás - mind olyan ismérvek, amelyek Kádár Béla művészetének körülírására alkalmazhatók. Művészete a hazai fejlődéstől függetlenül, attól elszigetelődve alakult. Színhasználatában, kompozíciós és formai elemeiben, a hazai folklórra utaló motívumaiban azonban számos területen kapcsolódik a század eleji magyar avantgarde művészethez. Anya gyermekkel című festménye a madonna-szimbólum sajátosan értelmezett, modern nagyvárosi környezetbe helyezett ábrázolása. A művészt kétségkívül elsődlegesen kompozíciós problémák foglalkoztatták itt: a misztikus istenanya-jelkép és a modern architektúra viszonya, a szürreális és absztrakt fogalmazásmód összhangja, a térbeli formák síkká redukált, teret-időt egyaránt érzékeltető megjelenítése. A kép hangulatát mégis az érzelmi mondandó uralja: az elidegenedő nagyváros házrengetegén felülemelkedő anya-gyermek figura, a hűséget jelképező állat szép formája az élet értelmes célját példázza. A kép alapgondolata a humánum, az egymásrautaltság érzése.']"
http://lod.sztaki.hu/data/item/15489	['The detail shows the head of Apollo.']
http://lod.sztaki.hu/data/item/19118	['The stoneslab decorated with Angevin lilies was discovered during the excavation of the main hall of the medieval university of Pécs. It is assumed that it was placed above the southern portal of the building following the establishment of the university in 1367.']
http://lod.sztaki.hu/data/item/15577	"[""This painting is a fine example of Fényes's Art Nouveau period. The small table, the chair with the then very popular, embroidered pillow on it, the flowers and the pile of books on the table, and the striped wall-paper behind them are important requisites of the lifestyle of the Hungarian bourgeoisie. The finely composed system of forms and colours make this painting so significant. The carefully chosen elements summon the lost tranquillity of a far gone era.""]"
http://lod.sztaki.hu/data/item/18394	['After his success at the Millennium Exhibition, Szinyei went on applying the same artistic principles, but he changed his technique. In his late pictures, he painted from nature in a cheerful and reconciled mood.']
http://lod.sztaki.hu/data/item/19145	['The statue originally was on a console of the facade viewing to the Main Square of the former House Unger in Bratislava.']
http://lod.sztaki.hu/data/item/15679	['The head and the robe of the girl was repainted by an unknown person.']
http://lod.sztaki.hu/data/item/16052	"['Izsó was commissioned for the Statue of Petőfi in 1871. At the beginning he executed several head studies, then he elaborated the figure of Petőfi swearing in his historic poem ""Rise up, Hungarian!"". First he depicted the poet with raised right hand, but later he experimented also with a representation showing the poet with right hand on the chest. Due to the early death of the artist the statue was completed by Adolf Huszár. The final version shows the poet with raised right hand.']"
http://lod.sztaki.hu/data/item/17466	['The painting was the outer lower left panel on the moving inner wing of the High Altar in the Mary Church at Selmecbánya.']
http://lod.sztaki.hu/data/item/18553	"['A Thorma oeuvre-jében előzmény nélküli remek, friss szemléletű kép a magyar festészetben mintegy összekötő kapcsot jelent Munkácsy Mihály és Koszta József tüzes koloritú vásznai között. A festmény pontos dátumában az kutatók nem tudnak megegyezni, de szinte bizonyos, hogy a hatalmas főmű (Talpra magyar) kínlódással, kétségekkel teli munkálatai közben, egy boldog fellélegzéskor születhetett (Genthon, Lyka és Radocsay 1901-re, Réti 1902-re, Dévényi és Aradi 1904-re datálja). A művész romantikus alaptermészete váratlanul tört elő a magára erőltetett, néha már akadémikusan szárazzá váló naturalizmusból. Nyoma sincs e képen a Thormánál megszokott pontos rajznak, tárgyhűségnek, gondosan kifejtett jellemábrázolásnak. Helyébe remek festői gazdagság, friss imporesszionisztikus látványfestés lépett. Az erős nap felgyújtja a színeket, reflexekkel telíti a megvilágított foltokat, hogy az árnyékba maradt részletek annál tompább ellentétként emeljék ki amazok ékkőszerű ragyogását. Ez a fajta ábrázolásmód sosem tért többé vissza Thorma munkásságában.', 'This superb picture is without any predecessor in Thorma\'s oevre: it represents a link between Mihály  Munkácsy and József Koszta. Experts differ when exactly the picture must have been painted but it is very likely that it marked a break during the period when ""Rise, Hungarians!"", his major work, was painted. (Genthon, Lyka and Radocsay think it comes from 1901, Réti  speaks of 1902, and Dévényi and Aradi vote for 1904.)  The romantic character of the artist breaks out unexpectedly to blur almost academic naturalism. There are no traces of drawing, objectivity or careful character portrayal. Instead, a pictorial richness and impressionism show up. The strong sunshine lights colours and makes patches full of  reflexes so details in shadow, all the less colourful,  contrast  brightness. This kind of portrayal never returned in Thorma\'s oevre.']"
http://lod.sztaki.hu/data/item/19149	['The statue probably is the fragment of a full-figure Mary which belonged to a group representing the Vir dolorum.']
http://lod.sztaki.hu/data/item/17999	"['Pór finished ""Longing for Pure Love"" in 1911. There are three nudes in the picture. A female figure in Michelangelo\'s style is reclining on a drape rich in folds, with her back against a broken tree trunk. In the middle, there is a man: he is kneeling and lifting a hand (he had a flower in the hand originally), and there is a male nude standing on the right. The three figures are strongly built, they have strong muscles. Their apparent restfulness hides tension. At first glance, the group can be characterized by a state of balance, only the figure in the middle is doing some movement, thus connecting the three of them. The gesture of the female figure (she is lifting her arm) is taken over by the figure in the middle which then dies out in the arms of the man. The earth and the hills in the background, the clouds in the sky and the broken trees are painted  with the same emphasis and plasticity. The colours of the picture are highly interesting: a contemporary critic said that the picture was lacking in colours, or in other words, was too rich in forms to the disadvantage of colours. The painter gave up colours and individual features in order to indicate that this is not a concrete scene. Its message is a more general one. The picture is obviously a symbolic one but its content is ambiguous. The two men can be identified with him, the viewer can see two phases of a series of events. The title can be of some help: ""Longing for Pure Love"". One must not think of an earthly love, it is psychich affectaion and a mental longing to reach the unreachable. Pór wanted to create new man and an idealized type.']"
http://lod.sztaki.hu/data/item/16430	"['Szentendre Motif II painted by Dezső Korniss in 1947-48, is one of the most important works of the avant-garde movement which emerged in Hungarian art during the early 1930s, and which was primarily related to the town of Szentendre. This picture was a programme and a conclusion all in one. Korniss and Vajda defined their artistic programme in relation to Zoltán Kodály and Béla Bartók: ""Nothing can be done without tradition, which under Hungarian circumstances means folk art. We want to accomplish the same thing as Bartók and Kodály have done in music...""\n\nKorniss painted several so-called Constructivist-Realist pictures, each of which was entitled Szentendre Motif. From the elements of folklore, naive art and architecture discovered in Szentendre, Korniss created an amalgamation of Surrealistic, Symbolic, Structural and Constructivist compositions which conveyed radically new meanings.']"
http://lod.sztaki.hu/data/item/16735	"['When Márffy painted this portrait, he was the leader of KUT, a group of artists which considered itself the follower of the Eights. Painted in the early 1930s, the bright colours of  the picture prove Márffy\'s delicate brushwork and brilliant technique.\n\n""Woman with Lace Kerchief"", which was painted in the 1930s, is a well-known work of his which was often copied. ""Female Portrait"", which was painted at the same time, can be linked to it. Here the woman does not have the same mystic appearance or that of living a high life as in ""Woman with Lace Kerchief"", colours do not catch the eye and there is no veil which would make the face mystic. The model of the portrait is more of an everyday character, she has a simple hair style and an elegant dress. The face is surrounded by black hair. The look of the eyes are suggestive of  mischief. The full red lips indicate sensuality. The portrait  shows  a young woman radiating natural beauty.']"
http://lod.sztaki.hu/data/item/17389	['Az udvari festő Martin van Meytens állandó feladatköréhez tartozott a császár és császárné, a császári család tagjainak megörökítése. Tekintettel arra, hogy a képekből reprezentációs célokra, a különböző rezidenciák és intézmények díszítésére, a külföldi uralkodók és a főúri családok, diplomaták stb. megajándékozására, ünnepi alkalmakra rengeteg példányra volt szükség, e képmások a műhelyben sorozatban készültek, kivitelezésükben maga Meytens kisebb-nagyobb mértékben vett részt. Modell után többnyire egy-egy fejtanulmányt készíthetett, a császárnénak sem ideje, sem kedve nem volt a hosszadalmas portréüléshez. Az eredeti fej- vagy mellkép tanulmányt azután különböző beállításban, öltözetben, más-más kellékekkel használták fel a különböző császári portrékhoz. Az itt kiállított Mária Terézia portré, amely a királynőt a magyar koronával és jogarral ábrázolja, közel áll többek közt ahhoz az alakhoz, amely az 1754-ben készült nagy családi képmáson látható (Wien, Schönbrunn). A beállítás, a hajviselet, a ruhakivágás, a nyakfodornál viselt ékszer, a mellhez emelt jobb kéz tartása azonos. A mintául szolgáló tanulmányt Meytens és műhelye a Budapestin kívül még számos változatnál is alkalmazta.', 'Martin van Meytens as a court painter had the permanent task of painting the portraits of the Emperor and the Queen, as well as of the various members of the imperial family. Since the decoration of various residences and institutes, gifts to foreign sovereigns, aristocrats and diplomats and various festive occasions made necessary several copies of the imperial portraits, these courtly representations were made in series by the workshop, and Meytens himself played only a minor or greater part in their execution. He had no occasion to make more than a study of a head after the model the Queen had neither the time nor patience to sit for the artist for a long time. This original head  or bust sketch was copied with different poses, clothes and accessories for the different imperial portraits. The portrait of Maria Theresia exhibited here is very similar to her figure in the great family portrait made in 1754 (Vienna, Schönbrunn). Her pose, hairstyle, neckline, the piece of jewelry worn at the collar and the gesture of her right hand are all identical. The study which served for both pictures as a model, was copied several more times by Meytens and his workshop.']
http://lod.sztaki.hu/data/item/14900	"[""Berény formulated a theme which appears to be rather  insignificant in a monumental picture rich in emotions. In the picture, space is hardly deeper than required for the presentation of the interior. Props originate from everyday events of absolutely no esthetics: a junk-heap, a hen, and a fence.  Colours of golden yellow, light pink, dark brown and blue meet in such an intimate  harmony that we witness an esthetic experience of visonary power. Colours and artistry had always been Berény's strengths, but he used to adjust colours to the decorative appearance of forms. In the case of this picture, he summed up values of colours in a unity of tone spreading out in the picture. Lines and contours following forms are less emphatic than in his previous pictures. Forms so  far plain were filled with richer and richer details while the arrangement  was left secure.""]"
http://lod.sztaki.hu/data/item/19220	['The decorated coffin, mounted on four wheels, was used at Easter ceremonies. The detail represents a guard from the left side of the coffin.']
http://lod.sztaki.hu/data/item/15419	"['Georg Raphael Donner, one of the most prominent sculptors in 18th-century Europe, was employed by Archbishop Imre Esterházy in Pozsony (Bratislava), then the capital of Hungary. The high altar of the Cathedral in Pozsony was his most significant accomplishment; under a baldachin, the mounted figure of St. Martin, titular saint of the church, was depicted sharing his cloak with a beggar seated on the ground. The sculpture bore the features of the doner, Imre Esterházy, and wore a typically Hungarian costume. The scene was watched by two large ""Adoring Angels"". The Baroque high altar was dismantled during the 19th century; the groups of St. Martin and the beggar today stands in the side aisle of the church, while the two angels are in the Hungarian National Gallery.\n\nThe angels were molded in 1733-1735, and represent the artistic development of Donner starting from Baroque tradition and arriving at a more individual Neo-Classical style. The high altar was cast in alloy of lead and tin - a material often used by Donner. The artist was helped by a number of assistants in the process of casting. The experience of these helpers and the direct example of his sculptures in Pozsony had a major impact on the development of Hungarian Baroque sculpture.']"
http://lod.sztaki.hu/data/item/19210	['The coffin comes from Garamszentbenedek. The decorated coffin, mounted on four wheels, was used at Easter ceremonies. Above the coffin a baldachin was erected with the standing figures of the 12 Apostles. (Presently only 10 are original.) The sides of the coffin is decorated by reliefs made after engravings by Martin Schongauer.']
http://lod.sztaki.hu/data/item/19503	"[""These kneeling statues of Pál Esterházy (1635-1713) and his wife, Orsolya Esterházy (?) (1641-1682) are considered, on the basis of their pose and gestures, sepulchral statues. Originally they were complemented by another couple of statues, that of Pál's brother Ferenc (\x861683) and his wife, Kata Thököly (\x861701) (Hungarian National Gallery). All four are kneeling on cushions, their look drawn to the sky, with hands joined, and in slightly bended, praying pose. The statues are composed on a frontal view. Their backs are grooved, and their feet reaching back are not perfectly carved, a sign that the statues were designed for wall-niches. Pál Esterházy is represented in somewhat historizing clothes (coat-of-arms and short shirt), with a wig, and the Order of the Golden Fleece, which he obtained in 1681. His wife wears Hungarian apparel, flowered shoulder stays, a peated-shoulder blouse, a girdle decorated with precious stones, and a necklace. Although the details of the statues, especially the soft folds of the woman's clothes and the modelling of the heads, are decorative and pleasant, the unknown sculptor, who surely was not one of the first-class masters of the period, did not manage to individualize his figures.\n\nThe statues were bought in 1849 by the Museum of Applied Arts, Budapest and, according to the seller's information, they originated from Pozsony. The represented persons were identified by Mária Aggházy, according to whom the statues were made not much after 1681, and were destined for bronze foundry workshop of Balthasar Herold in Vienna. They served as cast moulds for a bronze tomb which, because of Herold's death in 1683, was never realized. On the basis of their stylistic features, Aggházy considered the master of the statues to be Johann Christian Pröbstl, a Brünn burgher since 1682, who in 1720 also executed there the model of General Souches' bronze kneeling sepulchral statue. Her hypothesis was generally adopted by art literature.\n\nRecently discovered sources, however, somewhat modify this hypothesis. Indeed, the four wooden statues represent the Esterházy brothers (Pál and Ferenc) and their wives, and were certainly made on Pál's commission. However, they were not cast moulds, but statues for the Esterházy Mausoleum, which was connected to the cloisters of Kismaton's (Eisenstadt) Franciscan church. Although the Esterházy family had a sepulchral place of their own in Nagyszombat's (Trnava) Jesuit church built by the father of Pál, Palatine Miklós Esterházy, its crypt proved damp, so Pál Esterházy wanted to build a mausoleum in the same church, as is attested by his will of 1678. According to his plans, this was a two-level sepulchral chapel with a lower tomb-level, and an altar on each floor. The two levels were bound by a lattice window, through which the tombs at the lower level were seen from the upper one. The model for this may have been the Archduke Mausoleum in Graz, where, at the Jesuit school, Pál Esterházy began his studies. However, in the end Pál Esterházy built his family mausoleum not in Nagyszombat, but in residence of his estates, in Kismarton's Franciscan church. He himself was buried here. Although the crypt was completely rebuilt in 1856-57 when it obtained its current forms, its previous appearance can be reconstructed on the basis of a detailed description of the interior from 1835-36.""]"
http://lod.sztaki.hu/data/item/16327	"[""Sculptors Márton and György (Martin and George) Kolozsvári were the sons of Miklós, a painter in Kolozsvár. They belonged to the excellent bronze casting workshop in Nagyvárad and their activities elevated Hungarian bronze sculpture to the European level in the third quarter of the 14th century. Their first achievements were the statues of the Hungarian Saint Kings executed c. 1360-70 for the Cathedral of Nagyvárad. These statues were destroyed during the Turkish occupation.\n\nTheir masterpiece, the equestrian statue of Saint George executed in 1373, can be considered as a forerunner of the Italian Renaissance equestrian statues of the 15th century. It was sent to Prague as a gift of Hungarian Angevin King Lajos the Great to Emperor Charles IV.\n\nIn 1390 they executed the over life-size equestrian statue of Saint László, commissioned by the Bishop of Nagyvárad. It is assumed that the reliquiary of Saint László's head in the Cathedral of Győr is a copy of the head on this equestrian statue and it was made by the older brother, Márton.""]"
