artwork	desc
http://data.europeana.eu/proxy/provider/90402/SK_A_4970	Valckenburgh was married to Dina Lems, daughter of a high-ranking official of the Dutch East India Company. Her extensive pearls attest to her wealth. Both Dina’s father and her husband amassed fortunes in the trade of slaves, ivory and gold. They also handled the sort of pepper seeds known as ‘grains of paradise’, grown on the west coast of Africa. Not for nothing then does Dina point at the pepper plant next to her.
http://data.europeana.eu/proxy/provider/2063620/GRE_280_06	Great painter Nikolaos Gyzis had strong religious and metaphysical feelings and questions in the latter part of his life. It is in this context that the magnificent, transcendental work on the Second Coming was born. The artist did many studies in preparation for this work. Some of them, verging on the abstract, their protagonist being the light, are on display adjacent to this work. Christ appears on the throne, illuminated against a golden-purple background. Golden clouds form homocentric circles around him. Golden rays emanate from the figure of Christ across the entire work. The Coming of the Saviour is heralded by four angels with trumpets, while Archangel Gabriel is flying above on the top of the composition. Myriads of angels are kneeling on the great staircase which frames the scene, leading to Christ, celebrating his coming. The work is also inspired by the Apocalypse of St John, but Gyzis, as he wrote in a letter, did not see Christ as a punisher and avenger, but as a sweet god who came to bring to the world light, salvation and comfort.
http://data.europeana.eu/proxy/provider/90402/SK_A_2312	This ‘memorial tablet’ was painted in commemoration of the four canons depicted on it. The partially decayed corpse in the open tomb reminds the viewer of his own mortality and asks for his prayers: ‘Whoever passes by, look and weep. What you are, I once was, what I am, you will become, I beseech you to pray for me’.
http://data.europeana.eu/proxy/provider/90402/SK_C_197	Upper-class Dutchmen aspired to the life of an English gentleman. The fabulously rich banker and art collector Adriaan van der Hoop owned racehorses and, like members of the English aristocracy, had portraits made of his prizewinners. The picture’s style is also English: the horse is painted in profile, in cool bright tones, set in a sober composition. The horse stands in a meadow in Van der Hoop’s estate near Haarlem.
http://data.europeana.eu/proxy/provider/90402/SK_A_793	Jan van Kessel painted different kinds of beetles, flies and butterflies near a sprig of white currants with almost scientific accuracy. He relied on illustrations in scientific books on entomology as well as the actual insects themselves. This little painting reflects the sense of curiosity, discovery, wonder, as well as the urge to collect that led to the creation of many cabinets of art and curiosities in the artist’s time.
http://data.europeana.eu/proxy/provider/90402/SK_A_4272	"The province of Pernambuco, which the Dutch captured from the Portuguese, was home to many different
ethnic groups. In the foreground is an Indian family; further back a Dutch couple strolls towards the verandah;
and standing at the porch railing are a veiled Portuguese woman and a slave with a basket on his head."
http://data.europeana.eu/proxy/provider/90402/SK_A_4922	"Dujardin not only painted landscapes with Italian flair, but also large history paintings inspired by Italian
examples. Here, the Apostle Paul towers above a group of sick people. When he heals a crippled man in the
name of the Christian god, the onlookers take him to be the heathen god Mercury. Dujardin understood the
art of using figural gestures to enhance the pathos and drama of a scene."
http://data.europeana.eu/proxy/provider/90402/SK_A_662	Amsterdam’s cultural elite met up in this book and print shop. Warnars, the owner, was a bookdealer, publisher and printer. These activities are reflected in the full bookcases, the hanging banner, the packages of printed matter and the printing press on the floor. The painter of this scene, Johannes Jelgerhuis, was also a noted actor. The pronounced perspective of the shop interior makes it look like a stage set with a city view as a backdrop.
http://data.europeana.eu/proxy/provider/90402/SK_A_3924	Pompeius Occo (1483–1537) came from a north German family and grew up in Augsburg. In 1511 he settled in Amsterdam as a representative of the Fugger banking house and business firm of Augsburg. He played a leading role in the city’s cultural and religious life. The skull alludes to the transience of earthly existence, and the red carnation to the hope of eternal life.
http://data.europeana.eu/proxy/provider/2063602/SWE_280_006	The three Holy Kings ride towards Mary and the infant Jesus, sitting on the throne placed to the left. Beside the throne, we see Joseph with the lit candle, and to the right the Star of Bethlehem. The wall hangings of southern Sweden, depict highly expressive and well-composed motives, created by popular, and mainly unskilled painters, to decorate homes outside of urban environments and wealthier homes. The scenes depicted are mainly biblical. In the motives we find details from art over the centuries, such as church paintings and illustrated Bibles, but also from the painters own time. Several artists during the National Romanticism and later, admired and were inspired by the painters of the wall hangings from southern Sweden.
http://data.europeana.eu/proxy/provider/90402/SK_C_1690	"Coorte portrayed fruit with the precision of a scientist. By isolating it, it is as if he wanted to get to the very essence of a peach or a gooseberry. Although these four paintings were not conceived as a series, they have formed an ensemble since the
second half of the 18th century."
http://data.europeana.eu/proxy/provider/90402/SK_A_5003	Due to the enormous increase of its population, Amsterdam had to expand during the 17th century: the city’s rings of canals were dug in phases. Here we see the Herengracht under construction, with a few lots still empty. This particular section of the canal became the domain of the very richest. Some of the residents earned their money from trade in Asia, and almost every interior boasted Asian luxury goods.
http://data.europeana.eu/proxy/provider/90402/SK_A_1606	"Prometheus stole fire from the gods and gave it to mankind. As punishment, Vulcan chained him to a rock, where an eagle pecked out his liver causing him excruciating pain. Here we see Prometheus being chained, his face contorted with fear, while Mercury laughs at him. Van Baburen borrowed the dramatic illumination and the figure’s sunburned hands and faces from
his great model Caravaggio."
http://data.europeana.eu/proxy/provider/90402/SK_A_2813	"A pewter flagon, a wine glass, an earthenware water jar, a little piece of paper with two music staves and
a didactic inscription, above which hangs a bridle or a rein – these are explicit exhortations to moderation.
Wine must be cut with water; passions must be bridled. This strict message contrasts sharply with the reputation of the artist, who was repeatedly accused of being a whoremonger and a heretic."
http://data.europeana.eu/proxy/provider/90402/SK_A_3162	Corot belonged to the Barbizon School, which was so widely admired by Hague School artists. Around 1840 several artists settled in the village of Barbizon. They worked en plein air (in the open air) and lived among the peasants. Corot made this painting after a trip to Les Landes, a region south of Bordeaux. It was thus formerly entitled Souvenir de Les Landes.
http://data.europeana.eu/proxy/provider/90402/SK_A_4076	Calkoen’s audience with Sultan Ahmed III took place on 14 September 1727 and followed a strict protocol. Here we see the retinue, unarmed according to convention, enter-ing the second courtyard of Topkapı Palace. Audiences were always held on the day that the Janissaries, the elite fighting force, received their pay. Just as Calkoen enters, the soldiers lunge noisily at the dishes of rice.
http://data.europeana.eu/proxy/provider/90402/SK_A_3558	Horses were Breitner’s first subject and remained a life-long passion. This sketch shows how he made a preliminary lay-out of a cityscape. He did this on the spot, using a small panel that fit into the lid of his painter’s box. He depicted the two horses and the horse tram, as well as the contours of the houses, with swift strokes in brown tints over the summary underdrawing.
http://data.europeana.eu/proxy/provider/90402/SK_A_384	"Prince’s Day! This popular feast-day celebrated the birthday (14 November 1650) of Prince William III of
Orange-Nassau. How this was done is explained on the piece of paper on the floor in the middle foreground.
This translates as: ‘To the health of the Nassau laddie, in one hand a rapier, and in the other a glass raised gladly.’ This is sure to boost spirits; the revellers take no notice of the portrait of the prince ‘overlooking’ the scene."
http://data.europeana.eu/proxy/provider/2063625/HU_280_002	This experimental work consists of two parts. The upper section contains strips of raw textile arranged in wave-like patterns, sewn onto a painted white oil surface. On a separate panel, the lower part is an oil-on-canvas painting, its surface mostly taken up by black writing, as an abstract gesture. From the late 1960s, Ilona Keserü carried out experiments to seek new territories for the medium of painting. She used textiles (canvases) to underline the spatial character of her works. As such, this work points in the direction of object art, as it breaks out of two dimensions and steps into three-dimensionality. The contrast between her use of textile and the abstract expressionist gestures underlines the dichotomy of masculine and feminine means of expression in her art.
http://data.europeana.eu/proxy/provider/90402/SK_A_367	"This striking painting is a portrait of a ruler lit only by the flame of a candle. The candle has a symbolic meaning. It serves others with its light, while burning itself out. In other words, self-denial is a noble virtue. William (1650–1702) wears a suit of armour with an
ermine cloak around his neck as a sign of royalty."
http://data.europeana.eu/proxy/provider/90402/SK_A_4	A swan fiercely defends its nest against a dog. In later centuries this scuffle was interpreted as a political allegory: the white swan was thought to symbolize the Dutch statesman Johan de Witt (assassinated in 1672) protecting the country from its enemies. This was the meaning attached to the painting when it became the very first acquisition to enter the Nationale Kunstgalerij (the forerunner of the Rijksmuseum) in 1880.
http://data.europeana.eu/proxy/provider/90402/SK_A_1374	The undecided naval Battle of Dogger Bank in the North Sea against the British (1781) was celebrated as a victory in the Dutch Republic. Under the command of Vice-Admiral Zoutman, the Dutch fleet had finally regained its militancy. Zoutman is portrayed with the decorations he received in gratitude from Stadtholder William V: a gold sword, a Dogger Bank medallion on a ribbon and a medal of honour.
http://data.europeana.eu/proxy/provider/2063607/EST_280_004	Viktor Karrus’s Grain for the State represents a trend that developed under Social Realism, which focused on the depiction of idyllic everyday life and transmitted ideological messages indirectly. The painting illustrates how political art employed the poetry of imagery and how powerful its impact could be.
http://data.europeana.eu/proxy/provider/90402/SK_A_385	The feast of St Nicholas takes place in December. In the Netherlands, it has been celebrated in the same way for centuries. Good children receive gifts from the saint. The little girl in the foreground, for instance, has a bucket full of treats. Naughty children, like the wailing boy at the left, get only a switch (a bundle of twigs) in their shoe. Jan Steen was a born storyteller. He succeeded in incorporating all of the elements of the popular feast in this picture.
http://data.europeana.eu/proxy/provider/90402/SK_A_2329	The composition of this still life is both sumptuous and inventive. Mignon set the roemer, the green glass at the left, upside down. Reflected in it is a window, and a view of a church tower in Utrecht, where Mignon lived. The porcelain bowl from Asia was a sign of prosperity as well as being a showpiece on the table.
http://data.europeana.eu/proxy/provider/90402/NG_2010_40	The axiom ‘clothes make the man’ also held true in Indonesia. These are not actual portraits, but ‘types’. The accurately rendered garments and batik motifs indicate not only the region from which these men came, they also provide information about their rank and status. These resolute, confident figures are exceptional and were probably painted by a non-Western artist. In European depictions, Indonesians were usually depicted as adversaries, colonial subjects or ‘innocent’ primitives.
http://data.europeana.eu/proxy/provider/2063628/IRE_280_004	Irish artist Mainie Jellett studied under Walter Sickert at the Westminster School of Art, London.  In 1921, she and Evie Hone moved to Paris to train with cubist painters André Lhote and Albert Gleizes. Jellett first exhibited her non-figurative work in Ireland in 1922. She received much criticism but continued to act as an advocate for abstraction and in 1943 was central to the establishment of the Irish Exhibition of Living Art. Together with Hone, she is considered the doyenne of Irish Modernism. Her work featured in IMMA’s 2013 ‘Analysing Cubism’ exhibition.
http://data.europeana.eu/proxy/provider/90402/SK_A_4282	This canvas was commissioned by Pieter Sterthemius, director of the Hooghly trading post. The scene bustles with activity. Dutch East Indiamen navigate the Ganges River, the director of the trading post visits an Indian dignitary, and at the upper right an act of religious self-castigation is taking place: a man is suspended from a hook in his ribs and spun around a pole.
http://data.europeana.eu/proxy/provider/90402/SK_A_443	In composing this scene, Van de Velde relied on various preliminary drawings made from life. His superb skills as a painter of figures and animals were renowned in the 17th century, and he was regularly asked to paint the staffage in the landscapes and city views of other artists.
http://data.europeana.eu/proxy/provider/90402/SK_A_2317	"It is not certain whether Berchem ever travelled to Italy, but he excelled in rendering idealized scenes of the Italian countryside. His paintings were in great demand precisely because they included all the popular clichés: mountainous landscapes, warm light, hazy blue distances, bright skies and, of course, herders and
shepherds with their cattle and sheep at watering holes or resting in the cool shade."
http://data.europeana.eu/proxy/provider/90402/SK_A_44	"In 1667 Ferdinand Bol painted several life-size portraits of Michiel de Ruyter. These were hung in the headquarters of all five Dutch admiralties. This painting went to Middelburg. De Ruyter’s hero status made him a powerful man. In the portrait he is richly dressed and holding his commander’s baton. Around his neck
he is wearing the Order of St Michael, awarded to him by the King of France."
http://data.europeana.eu/proxy/provider/90402/SK_A_3419	"Cosimo Rosselli was a successful independent master and teacher whose work is typical of artistic production in Florence during the second half of the 15th century. This Nativity scene, which has survived in remarkably good condition, is representative of the Florentine feel for design and colouration, while also showing Rosselli’s reaction to recently imported
works by Flemish painters."
http://data.europeana.eu/proxy/provider/90402/SK_A_4011	"Daniele Barbaro was a leading scholar of Aristotelian physics. He is shown in the ecclesiastical garments of a patriarch. Next to him is his translation of the treatise on architecture by the ancient Roman Vitruvius. The book was published in 1556 with illustrations by the renowned architect Palladio. The latter frequently collaborated with Veronese, the painter of this portrait,
notably on Barbaro’s villa at Maser."
http://data.europeana.eu/proxy/provider/90402/SK_A_672	This old woman is seated with a book in her lap. She has just removed her pince-nez. Is she pausing for a moment or has she dozed off? The book in the woman’s hands and her wrinkled skin stand out in this small and otherwise dark painting. Metsu did this to underscore the essence of this popular subject – the contemplation of devotional texts, with a focus on the transitoriness of life.
http://data.europeana.eu/proxy/provider/2063605/LAT_280_001	In 1870, after successfully taking part in the Paris Salon, Kārlis Huns went to Normandy and then to Belgium where, it is thought, he painted the “Young Gypsy Woman”. This type of work by the artist – single figure genre compositions – was highly regarded. The fragile figure of the young gypsy, her pleading gaze, the raised tambourine against the falling coin – all the elements add up to a concentrated and sympathy evoking narrative, in which a social tint has been added to the romantic motif. In line with the academic tradition, everything in the painting has been carefully considered and purposefully realised using the artistic means of expression available to the author.
http://data.europeana.eu/proxy/provider/90402/SK_A_607	"Prince Frederick Henry and his cousin Count Ernst Casimir pose triumphantly on their horses before
’s-Hertogenbosch. Frederick Henry points his commander’s staff at the Habsburg-occupied city now being stormed by Dutch forces. It was not for nothing that he was nicknamed ‘the conqueror of cities’. He captured a series of cites from the Spanish. The retaking of ‘s-Hertogenbosch in 1629 was one of the most important."
http://data.europeana.eu/proxy/provider/90402/SK_A_4908	"The two painters produced this portrait to commemorate their youngest brother, Moses, who was born
in 1645. Moses died in 1667 during the storming of Fort Languard near Felixstowe in England. He had served in the Dutch navy against the English since 1664. In the painting Moses is surrounded by symbols that allude to his military life: time (the pocket watch), death (the skull), eternity (the ivy on the rocks) and loyalty
(the dogs)."
http://data.europeana.eu/proxy/provider/2063623/GER_280_007	The “Sistine Madonna” is one of most famous Renaissance artworks in the world. Raphael painted the altarpiece in 1512/13 in Rome. It was commissioned by Pope Julius II, who send the picture as a gift to the monastery church San Sisto in Piacenza (a small town southeast of Milan). The open curtains reveal a vision: The Virgin Mary is carrying the Infant Jesus from Heaven down to Earth. St Sixtus is kneeling on the left side, on the ride side St Barbara. Raphael included both of them in the painting because they were venerated at the high altar in the church. During the final stage of his painting process the artist invented the two cherubs at the bottom of the “Sistine Madonna”. After two years of negotiations Augustus III, Elector of Saxony and King of Poland, acquired in 1754 the “Sistine Madonna” for Dresden’s gallery. At the end of World War II the Soviet ‘trophy brigades’ removed the painting to Moscow. Only in 1956 returned the “Sistine Madonna” to Dresden’s Old Masters Picture Gallery.
http://data.europeana.eu/proxy/provider/90402/SK_A_2002	A Greek bride sits on a low platform, surrounded by family and friends. Her mother and mother-in-law welcome visitors. The bride receives gifts of gold jewellery and sumptuous cloth from her guests. In keeping with sumptuary laws (dress codes), the women do not wear veils inside the house. It is impossible to distinguish between the Greek and Turkish women based on their indoor attire.
